"Year","Branch","Transect","Rep_sd","Rep_mean","Rep_sum","Shoot.Height_sd","Shoot.Height_mean","Shoot.Height_sum","Shoot.Mass_sd","Shoot.Mass_mean","Shoot.Mass_sum","Shoot.specific.Mass_sd","Shoot.specific.Mass_mean","Shoot.specific.Mass_sum","Stem.Diameter_sd","Stem.Diameter_mean","Stem.Diameter_sum","Flower_sd","Flower_mean","Flower_sum"
2009,"L",3,NA,NA,0,50.2387890448751,66.2392026578073,19938,2.58917015043565,1.6886511627907,508.284,0.0154742969111619,0.0151129568106312,4.549,1.11529093687426,6.77333333333333,508,NA,NA,0
2009,"L",4,NA,NA,0,52.6995624232181,66.44,19932,3.33786297645978,1.93634333333333,580.903,0.0187926226066777,0.0158233333333333,4.747,1.67834968277104,7.68266666666667,576.2,NA,NA,0
2009,"R",1,NA,NA,0,50.9953777442481,65.7306397306397,19522,2.87886437057702,1.706367003367,506.791,0.0175495249717999,0.0147205387205387,4.372,2.00499802697533,7.32987012987013,564.4,NA,NA,0
2009,"R",2,NA,NA,0,54.1418348706997,67.5533333333333,20266,3.15866021830531,1.93672333333333,581.017,0.0183576736162839,0.01615,4.845,1.58963903206113,8.01933333333333,601.45,NA,NA,0
2009,"R",3,NA,NA,0,50.4158250722111,66.1375838926175,19709,2.85555777902922,1.78274832214765,531.259,0.0173524548008171,0.0152718120805369,4.551,1.46656428799109,7.46,559.5,NA,NA,0
2009,"R",4,NA,NA,0,49.3041057075575,63.933110367893,19116,2.72974771815411,1.62933110367893,487.17,0.0167918945442609,0.0145351170568562,4.346,1.89054070153069,6.96666666666667,522.5,NA,NA,0
2010,"L",1,NA,NA,0,50.8083546766439,60.9982993197279,17933.5,2.96897075475221,1.84841496598639,543.434,0.0183377442290914,0.0168061224489796,4.941,1.50214838537659,6.56575342465753,479.3,NA,NA,0
2010,"L",2,NA,NA,0,51.218159695714,59.0658783783784,17483.5,2.90725761017127,1.67717905405405,496.445,0.0172665049137832,0.0152466216216216,4.513,1.25745488256642,6.67708333333333,480.75,NA,NA,0
2010,"L",3,NA,NA,0,48.7422116123158,56.9003496503497,16273.5,2.89855954111432,1.71845104895105,491.477,0.0323003866812316,0.0172307692307692,4.928,1.3015631430907,6.52573529411765,443.75,NA,NA,0
2010,"R",1,NA,NA,0,54.8743459297455,63.9689373297003,23476.6,4.02174172596718,2.37536239782016,871.758,0.022576297185807,0.0194359673024523,7.133,1.49788699362317,6.87967032967033,626.05,NA,NA,0
2010,"R",2,NA,NA,0,47.9596084277668,52.7861111111111,19003,2.93431147281451,1.54489722222222,556.163,0.0175636947144115,0.0150638888888889,5.423,1.02819636955373,6.72132352941177,457.05,NA,NA,0
2010,"R",3,NA,NA,0,50.4317347112032,60.9702842377261,23595.5,3.28673440979113,2.01135917312661,778.396,0.0203246705590687,0.0182351421188631,7.057,8.79993462385366,7.20263157894737,684.25,NA,NA,0
2011,"L",1,NA,NA,0,53.9446301917915,64.4872909698997,19281.7,2.91347827690095,1.77026086956522,529.308,0.01683325408626,0.0161438127090301,4.827,1.24207469564014,6.55933333333333,491.95,NA,NA,0
2011,"L",2,NA,NA,0,53.9436206671363,67.4565217391304,20169.5,3.08657869037087,1.89667558528428,567.106,0.0179687677184488,0.0169230769230769,5.06,1.34930345727706,6.59533333333333,494.65,NA,NA,0
2011,"L",3,NA,NA,0,47.3938401174781,63.1,18740.7,3.1597034378744,1.92322222222222,571.197,0.0209134990526321,0.017976430976431,5.339,1.26420919386182,6.44794520547945,470.7,NA,NA,0
2011,"R",1,NA,NA,0,58.0184221029433,67.4397993311037,20164.5,3.28633524550195,2.05942474916388,615.768,0.0175233401720887,0.0172943143812709,5.171,1.07678492084806,6.73733333333333,505.3,NA,NA,0
2011,"R",2,NA,NA,0,50.953089724725,62.0906040268456,18503,3.08928199817218,1.84518791946309,549.866,0.0194941882864149,0.0171644295302013,5.115,1.1536383026466,6.38413333333333,478.81,NA,NA,0
2011,"R",3,NA,NA,0,48.224013653626,61.2756666666667,18382.7,2.83180027482115,1.69044666666667,507.134,0.019299916532187,0.0161866666666667,4.856,1.0544530198976,6.54066666666667,490.55,NA,NA,0
2012,"L",1,NA,NA,0,56.4273575296396,89.767,8976.7,3.12585861497414,2.853,285.3,0.0199004466728206,0.02065,2.065,1.29464201970416,6.932,346.6,NA,NA,0
2012,"L",2,NA,NA,0,52.8959117016379,83.13,8313,3.16016833265954,2.93068686868687,290.138,0.0217448141136442,0.0225858585858586,2.236,1.07972974698793,7.15,357.5,NA,NA,0
2012,"L",3,NA,NA,0,49.7068356069928,83.567,8356.7,3.1390899388102,2.82625,282.625,0.0220921486121887,0.02224,2.224,1.26861647281676,6.98,349,NA,NA,0
2012,"L ",1,NA,NA,0,62.760019120456,91.42,4571,3.49549830239421,3.20916,160.458,0.020985903918233,0.0218,1.09,1.13504772293209,6.88,172,NA,NA,0
2012,"L ",2,NA,NA,0,60.1301445675485,89.72,4486,3.13942747438745,2.85048,142.524,0.0190958484642979,0.01996,0.998,0.954340959336162,6.392,159.8,NA,NA,0
2012,"L ",3,NA,NA,0,41.4495316435468,84.74,4237,2.60383333301547,2.56988,128.494,0.0181036584418617,0.02218,1.109,0.774230801075063,6.012,150.3,NA,NA,0
2012,"R",1,NA,NA,0,844.351017186403,151.526666666667,22729,3.07636534679077,2.72722666666667,409.084,0.0212808312986271,0.0210733333333333,3.161,1.26091022463718,6.952,521.4,NA,NA,0
2012,"R",2,NA,NA,0,400.54562726276,115.56711409396,17219.5,2.97041708251786,2.63693288590604,392.903,0.0214094954954537,0.0207718120805369,3.095,1.36713780057673,6.65466666666667,499.1,NA,NA,0
2012,"R",3,NA,NA,0,55.2782436135794,83.1966666666667,12479.5,3.44084740361859,3.13847333333333,470.771,0.02300985976777,0.0237933333333333,3.569,1.32188781195205,6.67333333333333,500.5,NA,NA,0
2013,"L",1,7.02176207119104,12.6068965517241,3656,48.8087493208063,60.3896551724138,17513,2.8663032502944,1.76705405405405,457.667,1.77972613645273,6.54565217391304,301.1,14.8009068365767,32.8452826086957,1510.883,0.322263797804304,0.117241379310345,34
2013,"L",2,7.15740883480197,12.8787878787879,3825,46.0604908660212,62.0740740740741,18436,2.68952090705596,1.76121886792453,466.723,1.45808146718392,6.58611111111111,474.2,17.2716583455373,30.7207714285714,2150.454,0.232690898285803,0.0572390572390572,17
2013,"L",3,7.16149445786483,12.8450184501845,3481,52.3889093903838,83.8493150684932,12242,2.64209619269264,2.34723076923077,335.654,1.05294642649205,6.00422535211268,426.3,13.9845097312598,33.6122463768116,2319.245,0.197704470200454,0.040590405904059,11
2013,"R",1,7.11690523584897,12.8,3776,44.6299227105874,58.0576271186441,17127,2.28034602483548,1.29361805555556,372.562,1.24257130051076,5.90857142857143,413.6,15.6650604164209,34.0478939393939,2247.161,0.268573832695781,0.0779661016949153,23
2013,"R",2,7.0538405271691,12.5798611111111,3623,40.3912364468744,56.6354166666667,16311,2.23556911385822,1.33809252669039,376.004,1.29337348826962,6.6640625,426.5,12.0983271725636,31.4999756097561,1291.499,0.314816712587176,0.111111111111111,32
2013,"R",3,6.9336168946595,12.4175438596491,3539,43.3758934417279,60.4461538461538,15716,2.55174180814231,1.46699272727273,403.423,1.89212790041882,5.95909090909091,262.2,15.8814185778193,31.6513902439024,1297.707,0.332789276784533,0.126315789473684,36
2014,"L",1,7.22315118514615,13,3900,50.7809469268891,62.8666666666667,18860,2.90168547356772,1.81563333333333,544.69,0.0173915095444974,0.0166166666666667,4.985,1.46990837491003,6.79333333333333,509.5,0.350997940263357,0.143333333333333,43
2014,"L",2,7.22142625349525,13,4550,45.5579047501428,59.1371428571429,20698,2.52523324127045,1.50472779369628,525.15,0.0160135973329607,0.0150659025787966,5.258,1.49151111474417,6.384,478.8,0.27168159351003,0.08,28
2014,"L",3,7.22424951271049,13,3575,41.3392403610628,58.6072727272727,16117,2.04296464315103,1.38773090909091,381.626,0.0145066746644721,0.0153381818181818,4.218,1.20814353899312,5.728,429.6,0.316835715480198,0.112727272727273,31
2014,"R",1,7.20167728287939,13.0401337792642,3899,47.8443346420793,59.0133779264214,17645,2.44547147025424,1.55156040268456,462.365,0.0154155702478033,0.0162408026755853,4.856,1.4827191602283,6.2592,469.44,0.23195582789432,0.0568561872909699,17
2014,"R",2,7.24718836035292,12.9565217391304,3576,48.3807685090711,62.731884057971,17314,2.4988069269807,1.74519927536232,481.675,0.0160857497143751,0.0177282608695652,4.893,1.08032694417306,6.64533333333333,498.4,0.253642762278741,0.0688405797101449,19
2014,"R",3,7.22315118514615,13,3900,44.0292133435031,59.4833333333333,17845,2.36252430239782,1.47774666666667,443.324,0.0153396081630307,0.01521,4.563,1.69784615014128,6.03573333333333,452.68,0.321559050510851,0.116666666666667,35
2015,"L",1,7.22315118514615,13,3900,48.7802530500347,61.334,18400.2,2.411162742716,1.63730666666667,491.192,0.0157478638993136,0.01641,4.923,1.54336250434557,7.26746666666667,545.06,0.342387917197182,0.135036496350365,37
2015,"L",2,7.22315118514615,13,3900,43.702457222766,60.2095,18062.85,2.21666093134437,1.49812,449.436,0.0151952363009936,0.0161666666666667,4.85,1.31367028649567,7.1188,533.91,0.32550449652428,0.12,36
2015,"L",3,7.22315118514615,13,3900,46.5319019670138,61.1650333333333,18349.51,2.31831678727344,1.61164,483.492,0.0165339204052997,0.0166933333333333,5.008,1.38434880778712,6.974,523.05,0.389374466440886,0.185454545454545,51
2015,"R",1,7.22315118514615,13,3900,48.7146246585706,63.6884,19106.52,2.72454961724778,1.74087666666667,522.263,0.0164639737099918,0.0173666666666667,5.21,1.12285442246716,6.5892,494.19,0.304902345607155,0.103333333333333,31
2015,"R",2,7.22315118514615,13,3900,41.5691114689334,56.0746666666667,16822.4,2.1469797539883,1.34305333333333,402.916,0.0147831278681211,0.01474,4.422,1.40052778983142,6.88386666666667,516.29,0.186663798027298,0.036,9
2015,"R",3,7.22315118514615,13,3900,52.4398675758362,63.439,19031.7,2.90730296793784,1.79583333333333,538.75,0.0168488787674155,0.01643,4.929,1.40654393384559,6.7452,505.89,0.391577067362902,0.188034188034188,44
2016,"L",1,7.22315118514615,13,3900,40.3384228893993,53.34,16002,1.97630769728066,1.60046441947566,427.324,0.249923471991998,0.0381044776119403,10.212,0.970227056178367,6.488,486.6,0.30050125348238,0.1,30
2016,"L",2,7.22315118514615,13,3900,36.319352326213,47.5762711864407,14035,1.67490724474135,1.05113793103448,304.83,0.0148110656252833,0.0145655172413793,4.224,1.11534700613727,6.29842857142857,440.89,0.257572952123975,0.0711864406779661,21
2016,"L",3,7.22315118514615,13,3900,43.4764733467553,50.9166666666667,15275,2.02828629940121,1.53823076923077,459.931,0.0297413328359362,0.0238361204013378,7.127,1.00250676796709,6.18933333333333,464.2,0.350997940263357,0.143333333333333,43
2016,"R",1,7.22315118514615,13,3900,46.8628083811091,57.24,17172,2.59117545877337,1.65887333333333,497.662,0.0166831348962524,0.01729,5.187,1.3007371437447,6.55866666666667,491.9,0.350997940263357,0.143333333333333,43
2016,"R",2,7.22315118514615,13,3900,43.1189455705099,52.1033333333333,15631,2.23871374988003,1.47331666666667,441.995,0.0163285835925982,0.01669,5.007,1.16803060554743,6.60533333333333,495.4,0.179805419417013,0.0333333333333333,10
2016,"R",3,7.22315118514615,13,3900,47.4264943194589,57.5433333333333,17263,2.45339005015716,1.62799331103679,486.77,0.0168041378455031,0.0171739130434783,5.135,1.36268849262329,6.78826666666667,509.12,0.333154913230448,0.126666666666667,38
2017,"L",1,7.22315118514615,13,3900,51.7128987960954,63.4866666666667,19046,3.00052115505063,1.83461,550.383,0.0175168181647699,0.0164766666666667,4.943,1.53874641853053,7.136,535.2,0.395571922717429,0.193333333333333,58
2017,"L",2,7.22315118514615,13,3900,47.9065993689723,63.8433333333333,19153,2.48966164687936,1.55803333333333,467.41,0.0216683759723663,0.0159433333333333,4.783,1.1683545062404,7.11866666666667,533.9,0.340502612303499,0.133333333333333,40
2017,"L",3,7.22315118514615,13,3900,47.4587488542351,60.96,18288,2.40406217121707,1.5182,455.46,0.0150716649250187,0.01539,4.617,1.18001374247609,6.82,511.5,0.392956378901098,0.19,57
2017,"R",1,7.22315118514615,13,3900,49.0232402284591,62.4466666666667,18734,2.8190743119524,1.69371666666667,508.115,0.0165983233092326,0.0161033333333333,4.831,1.47788136646124,6.75466666666667,506.6,0.360910529434111,0.153333333333333,46
2017,"R",2,7.22315118514615,13,3900,44.3243412142839,57.96,17388,2.1730438303746,1.37123,411.369,0.0143623947689986,0.0144233333333333,4.327,1.92035481894118,6.29906666666667,472.43,0.307088314657014,0.0966666666666667,29
2017,"R",3,7.22315118514615,13,3900,48.5648678363266,63.89,19167,2.80732716658285,1.69175,507.525,0.0168725024164361,0.01574,4.722,1.48776027323982,7.38133333333333,553.6,0.390294746123655,0.186666666666667,56
2018,"L",1,7.22315118514615,13,3900,40.0691730133712,55.4516666666667,16635.5,1.80302792141015,1.21813,365.439,0.0137578885853811,0.01441,4.323,1.35036227371408,6.1788,463.41,0.151212122227632,0.0233333333333333,7
2018,"L",2,7.22315118514615,13,3900,43.6108483243867,59.4581818181818,16351,2.09875098825074,1.38370909090909,380.52,0.0142962382697766,0.0146472727272727,4.028,9.51682691460355,7.94306666666667,595.73,0.212608534287841,0.0472727272727273,13
2018,"L",3,7.22315118514615,13,3900,40.0292422027528,56.8916666666667,17067.5,1.99787083175262,1.38575,415.725,0.015205381022524,0.01602,4.806,1.18412583029929,5.50693333333333,413.02,0.30050125348238,0.1,30
2018,"R",1,7.22315118514615,13,3900,43.4199727737647,53.6166666666667,16085,1.98234545294328,1.15915333333333,347.746,0.0125152745025884,0.0131633333333333,3.949,1.45218319644459,5.78133333333333,433.6,0.249860607739372,0.0666666666666667,20
2018,"R",2,7.22315118514615,13,3900,36.0843131964968,52.26,15678,1.89298502942807,1.16631,349.893,0.0140462145326733,0.0141466666666667,4.244,1.32057785604404,6.72226666666667,504.17,0,0,0
2018,"R",3,7.22315118514615,13,3900,42.1422158182163,57.6673333333333,17300.2,1.92825591651822,1.26650333333333,379.951,0.0306357577742671,0.0155466666666667,4.664,1.49026510731819,6.04533333333333,453.4,0.317529482299392,0.113333333333333,34
2019,"L",1,7.22315118514615,13,3900,52.6925115512498,61.173,18351.9,2.41016904622757,1.47389333333333,442.168,0.0146016122107366,0.0132166666666667,3.965,1.43218726441774,7.64533333333333,573.4,0.321559050510851,0.116666666666667,35
2019,"L",2,7.22315118514615,13,3900,50.8420323305925,62.484,18745.2,2.40050871307745,1.48440666666667,445.322,0.0146155775085552,0.0137833333333333,4.135,4.7185086970699,7.32,549,0.188256093512812,0.0366666666666667,11
2019,"L",3,7.22315118514615,13,3900,48.3715728303566,58.4023333333333,17520.7,2.44337975346968,1.43168,429.504,0.0150460993585907,0.0136133333333333,4.084,1.41971066713552,7.336,550.2,0.30050125348238,0.1,30
2019,"R",1,7.22315118514615,13,3900,55.5588465742805,63.4043333333333,19021.3,2.74284170993379,1.63058,489.174,0.0152738816423211,0.0138866666666667,4.166,1.1683899756225,7.16,537,0.249860607739372,0.0666666666666667,20
2019,"R",2,7.22315118514615,13,3900,46.429649428381,61.4386666666667,18431.6,2.38524022982357,1.45325666666667,435.977,0.0152102950965153,0.01341,4.023,1.40323564317269,7.372,552.9,0.140233918291777,0.02,6
2019,"R",3,7.22315118514615,13,3900,48.308726600634,64.2933333333333,19288,2.51582371786794,1.55502333333333,466.507,0.0151429825979592,0.0141666666666667,4.25,1.34222844316159,6.99189189189189,517.4,0.271746488194703,0.08,24
2020,"L",1,7.22919819431334,13,2600,36.6206084577946,54.441,10888.2,2.47667059752467,1.58526,317.052,0.0194561638448536,0.01798,3.596,3.39266916772512,8.4,420,0.300752824270251,0.1,20
2020,"L",2,7.22919819431334,13,2600,40.868457443597,55.0655,11013.1,2.34791292554252,1.45086,290.172,0.0166099685513363,0.01522,3.044,1.14504255334882,6.01,300.5,0.271973986341031,0.08,16
2020,"L",3,7.22919819431334,13,2600,35.1050623416346,55.575,11115,1.90280950624604,1.241195,248.239,0.0145333302598617,0.01428,2.856,2.32396564659003,4.08,204,0.376575417713545,0.17,34
2020,"R",1,7.22315118514615,13,3900,46.4558337560156,59.685,17905.5,2.23524095895817,1.41207666666667,423.623,0.0137111856134073,0.0144933333333333,4.348,2.33579046943794,4.79466666666667,359.6,0.218309099389499,0.05,15
2020,"R",2,7.22315118514615,13,3900,39.0259903264318,53.6143333333333,16084.3,2.12671267499762,1.30710333333333,392.131,0.0157903982791739,0.0146333333333333,4.39,2.36157155344067,3.57,357,0.188256093512812,0.0366666666666667,11
2020,"R",3,7.22315118514615,13,3900,53.5195052108631,57.6196666666667,17285.9,2.02435393328935,1.32534,397.602,2.16478101218683,0.142926666666667,42.878,1.80607084354183,6.04,453,0.295997077330474,0.0966666666666667,29
