"Field name ( Ignore this for this experiment)"	"Experiment number"	"Plot number"	"Sub plot number"	"Treatment number"	"Species and percent seed of total planted"	"Soil totaln N (mg/kg)(1989 samples)"	"Year"	"Species Name"	"Maximum species height (cm)"	"Median species height (cm)"	"Species Above ground biomass(g/m2)"	"Species proportion of total biomass"	"Date"	"Biomass"	"Prop"
E	55	1	12	23	BD30PV70	905.4	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	12	23	BD30PV70	905.4	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	1	12	23	BD30PV70	905.4	1992	PANICUM VIRGATUM (PV)	 	 	64.120003	1	 	 	 
E	55	1	12	23	BD30PV70	905.4	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	12	23	BD30PV70	905.4	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	12	23	BD30PV70	905.4	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	MISCELLANEOUS LITTER	 	 	11.4	 	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	74.759995	0.622067	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	PANICUM VIRGATUM (PV)	 	 	35.619999	0.296389	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	BOUTELOUA GRACILIS (BG)	 	 	9.8	0.081544	 	 	 
E	55	1	13	20	PV25SS25AS25BG25	1078.4	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	MISCELLANEOUS LITTER	 	 	6.86	 	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	109.980003	0.971726	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	AGROPYRON SMITHII (AS)	 	 	3.2	0.028274	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	14	15	SS70AS30	894.9	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	MISCELLANEOUS LITTER	 	 	5.94	 	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	PANICUM VIRGATUM (PV)	 	 	82.080002	0.9966	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0.28	0.0034	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	15	24	BD70PV30	842.5001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	MISCELLANEOUS LITTER	 	 	27.6	 	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	AGROPYRON SMITHII (AS)	 	 	7.1	0.072701	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	PANICUM VIRGATUM (PV)	 	 	90.559998	0.927299	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	16	10	PV30AS70	1371.1	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	MISCELLANEOUS LITTER	 	 	11.799999	 	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	AGROPYRON SMITHII (AS)	 	 	0.22	0.002177	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	PANICUM VIRGATUM (PV)	 	 	100.82	0.997823	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	17	11	PV70AS30	1071.7	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	MISCELLANEOUS LITTER	 	 	5.94546	 	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	AGROPYRON SMITHII (AS)	 	 	75.254539	1	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	18	3	AS100	1435.6001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	19	6	BD100	1322.1	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	19	6	BD100	1322.1	1992	MISCELLANEOUS LITTER	 	 	38.36364	 	 	 	 
E	55	1	19	6	BD100	1322.1	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	19	6	BD100	1322.1	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	19	6	BD100	1322.1	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	1	19	6	BD100	1322.1	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	1	19	6	BD100	1322.1	1992	BUCHLOE DACTYLOIDES (BD)	 	 	243.254547	1	 	 	 
E	55	1	19	6	BD100	1322.1	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	19	6	BD100	1322.1	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	20	1	PV100	801.6	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	20	1	PV100	801.6	1992	MISCELLANEOUS LITTER	 	 	8.66	 	 	 	 
E	55	1	20	1	PV100	801.6	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	20	1	PV100	801.6	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	20	1	PV100	801.6	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	1	20	1	PV100	801.6	1992	PANICUM VIRGATUM (PV)	 	 	190.359985	1	 	 	 
E	55	1	20	1	PV100	801.6	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	20	1	PV100	801.6	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	20	1	PV100	801.6	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	MISCELLANEOUS LITTER	 	 	24.32	 	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	129.399994	0.154748	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	PANICUM VIRGATUM (PV)	 	 	706.799988	0.845252	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	1	21	8	PV30SS70	1220.4	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	MISCELLANEOUS LITTER	 	 	16.02	 	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	ANDROPOGON GERARDI(AG)	 	 	58.799999	0.759297	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	BOUTELOUA GRACILIS (BG)	 	 	18.639999	0.240702	 	 	 
E	55	1	22	21	AG30BG70	926.4999	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	MISCELLANEOUS LITTER	 	 	21.34	 	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	AGROPYRON SMITHII (AS)	 	 	18.120001	0.117312	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	BOUTELOUA GRACILIS (BG)	 	 	136.339996	0.882688	 	 	 
E	55	1	23	19	AS70BG30	1061.5	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	MISCELLANEOUS LITTER	 	 	22.950001	 	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	BOUTELOUA GRACILIS (BG)	 	 	99.316681	1	 	 	 
E	55	2	1	4	BG100	1992.7999	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	MISCELLANEOUS LITTER	 	 	12.7	 	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	ANDROPOGON GERARDI(AG)	 	 	52.459999	0.703029	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	BOUTELOUA GRACILIS (BG)	 	 	22.16	0.296971	 	 	 
E	55	2	2	21	AG30BG70	2392	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	MISCELLANEOUS LITTER	 	 	7.48	 	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	AGROPYRON SMITHII (AS)	 	 	30.4	0.351852	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	PANICUM VIRGATUM (PV)	 	 	56	0.648148	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	3	10	PV30AS70	1883.5001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	MISCELLANEOUS LITTER	 	 	9.58	 	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	AGROPYRON SMITHII (AS)	 	 	56.240002	0.846478	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	BOUTELOUA GRACILIS (BG)	 	 	10.2	0.153522	 	 	 
E	55	2	4	19	AS70BG30	1820.3	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	MISCELLANEOUS LITTER	 	 	13.24	 	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	PANICUM VIRGATUM (PV)	 	 	162.979996	1	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	5	1	PV100	2295.4001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	MISCELLANEOUS LITTER	 	 	21.400002	 	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	167.019989	0.961654	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	AGROPYRON SMITHII (AS)	 	 	6.66	0.038346	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	6	15	SS70AS30	1919.6001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	MISCELLANEOUS LITTER	 	 	8.88	 	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	PANICUM VIRGATUM (PV)	 	 	132.460007	0.95446	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	BUCHLOE DACTYLOIDES (BD)	 	 	6.32	0.04554	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	7	24	BD70PV30	2157	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	MISCELLANEOUS LITTER	 	 	16.059999	 	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	152.339996	0.927997	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	BOUTELOUA GRACILIS (BG)	 	 	11.820001	0.072003	 	 	 
E	55	2	8	16	SS30BG70	2155.2	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	MISCELLANEOUS LITTER	 	 	9.07272	 	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	51.399998	0.768833	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	BOUTELOUA GRACILIS (BG)	 	 	15.45454	0.231167	 	 	 
E	55	2	9	17	SS70BG30	1883.6001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	MISCELLANEOUS LITTER	 	 	12.18	 	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	ANDROPOGON GERARDI(AG)	 	 	134.020004	0.924914	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	BOUTELOUA GRACILIS (BG)	 	 	10.88	0.075086	 	 	 
E	55	2	10	22	AG70BG30	2037.4	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	MISCELLANEOUS LITTER	 	 	10	 	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	PANICUM VIRGATUM (PV)	 	 	81.981819	0.778353	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	BOUTELOUA GRACILIS (BG)	 	 	23.345461	0.221647	 	 	 
E	55	2	11	12	PV30BG70	2102.4001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	MISCELLANEOUS LITTER	 	 	3.92	 	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	PANICUM VIRGATUM (PV)	 	 	167.119995	0.999163	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0.14	0.000837	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	12	23	BD30PV70	1505.3999	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	MISCELLANEOUS LITTER	 	 	25.945461	 	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	AGROPYRON SMITHII (AS)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	116.1091	1	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	BOUTELOUA GRACILIS (BG)	 	 	0	0	 	 	 
E	55	2	13	6	BD100	1676.1001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	MISCELLANEOUS LITTER	 	 	13.34	 	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	AGROPYRON SMITHII (AS)	 	 	30.9	0.677334	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	PANICUM VIRGATUM (PV)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	BUCHLOE DACTYLOIDES (BD)	 	 	0	0	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	BOUTELOUA GRACILIS (BG)	 	 	14.72	0.322666	 	 	 
E	55	2	14	18	AS30BG70	1611.7001	1992	QUERCUS ELLIPSOIDALIS (QE)	 	 	0	0	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1992	MOSSES & LICHENS	 	 	0	 	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1992	MISCELLANEOUS LITTER	 	 	11.059999	 	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1992	ANDROPOGON GERARDI(AG)	 	 	0	0	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1992	SCHIZACHYRIUM SCOPARIUM(SS)	 	 	137.23999	0.935897	 	 	 
E	55	2	15	14	SS30AS70	1890.7001	1992	AGROPYRON SMITHII (AS)	 	 	9.4	0.064103	 	 	 
