"Experiment number"	"Plot number"	"Year"	"Sampling date (YYMMDD)"	"Species name"	"Species Biomass (g/m2)"	"Grazed"
 	55	2003	030826	Schizachyrium scoparium	16.567	ug
 	56	2003	030825	Achillea millefolium (lanulosa)	3.183	g
 	56	2003	030825	Achillea millefolium (lanulosa)	1.017	ug
 	56	2003	030825	Andropogon gerardi	0.047	ug
 	56	2003	030825	Aristida sp.	0.167	ug
 	56	2003	030825	Asclepias tuberosa	8.133	g
 	56	2003	030825	Asclepias tuberosa	0.45	ug
 	56	2003	030825	Aster azureus	2.733	g
 	56	2003	030825	Berteroa incana	6.5	g
 	56	2003	030825	Chenopodium leptophyllum	0.002	ug
 	56	2003	030825	Koeleria cristata	0.483	g
 	56	2003	030825	Koeleria cristata	2.383	ug
 	56	2003	030825	Lespedeza capitata	6.967	g
 	56	2003	030825	Lespedeza capitata	13.317	ug
 	56	2003	030825	Liatris aspera	39.35	g
 	56	2003	030825	Liatris aspera	22.267	ug
 	56	2003	030825	Miscellaneous litter	11.833	g
 	56	2003	030825	Miscellaneous litter	48.917	ug
 	56	2003	030825	Physalis virginiana	0.233	ug
 	56	2003	030825	Poa pratensis	4.85	g
 	56	2003	030825	Poa pratensis	5.933	ug
 	56	2003	030825	Polygonum tenue	0.567	g
 	56	2003	030825	Polygonum tenue	0.717	ug
 	56	2003	030825	Schizachyrium scoparium	0.933	g
 	56	2003	030825	Schizachyrium scoparium	2.6	ug
 	57	2003	030825	Andropogon gerardi	11	g
 	57	2003	030825	Andropogon gerardi	48.383	ug
 	57	2003	030825	Anemone cylindrica	0.433	g
 	57	2003	030825	Asclepias tuberosa	0.15	ug
 	57	2003	030825	Aster azureus	7.2	g
 	57	2003	030825	Aster azureus	6.033	ug
 	57	2003	030825	Bouteloua gracilis	0.117	g
 	57	2003	030825	Buchloe dactyloides	0.02	ug
 	57	2003	030825	Euphorbia corollata	1.833	g
 	57	2003	030825	Euphorbia corollata	2.167	ug
 	57	2003	030825	Koeleria cristata	0.483	g
 	57	2003	030825	Koeleria cristata	0.633	ug
 	57	2003	030825	Lespedeza capitata	14.417	g
 	57	2003	030825	Lespedeza capitata	11.383	ug
 	57	2003	030825	Liatris aspera	1.067	g
 	57	2003	030825	Liatris aspera	7.95	ug
 	57	2003	030825	Miscellaneous litter	2.35	g
 	57	2003	030825	Mollugo verticillata	0.022	ug
 	57	2003	030825	Poa pratensis	0.45	g
 	57	2003	030825	Poa pratensis	4.617	ug
 	57	2003	030825	Schizachyrium scoparium	0.083	g
 	57	2003	030825	Schizachyrium scoparium	0.05	ug
 	57	2003	030825	Sorghastrum nutans	1.1	g
 	57	2003	030825	Sorghastrum nutans	0.167	ug
 	58	2003	030825	Agropyron repens	0.75	g
 	58	2003	030825	Agropyron repens	0.05	ug
 	58	2003	030825	Aristida sp.	3.517	g
 	58	2003	030825	Aristida sp.	6.85	ug
 	58	2003	030825	Buchloe dactyloides	0.85	g
 	58	2003	030825	Buchloe dactyloides	9.733	ug
 	58	2003	030825	Cyperus sp.	1.5	g
 	58	2003	030825	Digitaria sp.	0.2	g
 	58	2003	030825	Euphorbia glyptosperma	0.133	g
 	58	2003	030825	Euphorbia glyptosperma	0.133	ug
 	58	2003	030825	Koeleria cristata	3.567	g
 	58	2003	030825	Koeleria cristata	3.133	ug
 	58	2003	030825	Lepidium densiflorum	0.083	g
 	58	2003	030825	Liatris aspera	0.2	g
 	58	2003	030825	Miscellaneous litter	0.45	g
 	58	2003	030825	Miscellaneous litter	0.95	ug
 	58	2003	030825	Mollugo verticillata	0.067	g
 	58	2003	030825	Petalostemum purpureum	27.6	g
 	58	2003	030825	Petalostemum purpureum	26.333	ug
 	58	2003	030825	Poa pratensis	1.817	g
 	58	2003	030825	Poa pratensis	7.2	ug
 	58	2003	030825	Rudbeckia serotina	3.783	g
 	58	2003	030825	Schizachyrium scoparium	0.007	ug
 	58	2003	030825	Sporobolus cryptandrus	6.633	g
 	59	2003	030825	Achillea millefolium (lanulosa)	0.683	g
 	59	2003	030825	Achillea millefolium (lanulosa)	5.267	ug
 	59	2003	030825	Agrostis scabra	1.2	g
 	59	2003	030825	Agrostis scabra	2.55	ug
 	59	2003	030825	Andropogon gerardi	0.037	g
 	59	2003	030825	Andropogon gerardi	0.117	ug
 	59	2003	030825	Anemone cylindrica	3.783	g
 	59	2003	030825	Anemone cylindrica	25.85	ug
 	59	2003	030825	Astragalus canadensis	1.6	ug
 	59	2003	030825	Chenopodium leptophyllum	0.313	g
 	59	2003	030825	Chenopodium leptophyllum	1.717	ug
 	59	2003	030825	Cyperus sp.	0.03	ug
 	59	2003	030825	Digitaria sp.	1.867	g
 	59	2003	030825	Digitaria sp.	1.683	ug
 	59	2003	030825	Euphorbia corollata	0.617	ug
 	59	2003	030825	Euphorbia glyptosperma	0.103	g
 	59	2003	030825	Euphorbia glyptosperma	0.038	ug
 	59	2003	030825	Hedeoma hispida	0.433	g
 	59	2003	030825	Koeleria cristata	3.933	g
 	59	2003	030825	Lepidium densiflorum	0.5	g
 	59	2003	030825	Lepidium densiflorum	1.05	ug
 	59	2003	030825	Lespedeza capitata	2.733	g
 	59	2003	030825	Lespedeza capitata	0.05	ug
 	59	2003	030825	Liatris aspera	0.4	ug
 	59	2003	030825	Miscellaneous litter	2.917	g
 	59	2003	030825	Miscellaneous litter	4.183	ug
 	59	2003	030825	Mollugo verticillata	0.067	ug
 	59	2003	030825	Panicum oligosanthes	1.2	ug
 	59	2003	030825	Panicum virgatum	0.15	ug
 	59	2003	030825	Petalostemum purpureum	0.238	g
 	59	2003	030825	Petalostemum purpureum	0.867	ug
 	59	2003	030825	Poa pratensis	0.217	ug
 	59	2003	030825	Polygonum tenue	0.367	ug
 	59	2003	030825	Schizachyrium scoparium	0.058	g
 	59	2003	030825	Schizachyrium scoparium	0.022	ug
 	59	2003	030825	Silene antirrhina	0.167	ug
 	59	2003	030825	Solidago nemoralis	0.917	ug
 	59	2003	030825	Sorghastrum nutans	0.032	ug
 	59	2003	030825	Sporobolus cryptandrus	0.872	g
 	59	2003	030825	Sporobolus cryptandrus	8.383	ug
 	59	2003	030825	Vicia villosa	0.047	ug
 	60	2003	030825	Achillea millefolium (lanulosa)	2.683	g
 	60	2003	030825	Achillea millefolium (lanulosa)	3.45	ug
 	60	2003	030825	Andropogon gerardi	9.4	g
 	60	2003	030825	Andropogon gerardi	54.717	ug
 	60	2003	030825	Astragalus canadensis	0.047	ug
 	60	2003	030825	Cyperus sp.	0.025	g
 	60	2003	030825	Cyperus sp.	0.167	ug
 	60	2003	030825	Koeleria cristata	0.067	g
 	60	2003	030825	Koeleria cristata	0.7	ug
 	60	2003	030825	Liatris aspera	0.383	g
 	60	2003	030825	Liatris aspera	1.567	ug
 	60	2003	030825	Miscellaneous litter	0.617	g
 	60	2003	030825	Miscellaneous litter	0.683	ug
 	60	2003	030825	Petalostemum purpureum	15.35	g
 	60	2003	030825	Petalostemum purpureum	23.8	ug
 	60	2003	030825	Poa pratensis	0.3	g
 	60	2003	030825	Poa pratensis	0.267	ug
 	60	2003	030825	Schizachyrium scoparium	0.15	g
 	61	2003	030825	Andropogon gerardi	20.033	g
 	61	2003	030825	Asclepias tuberosa	1	g
 	61	2003	030825	Euphorbia corollata	0.032	g
 	61	2003	030825	Koeleria cristata	0.028	g
 	61	2003	030825	Lespedeza capitata	20.25	g
 	61	2003	030825	Poa pratensis	0.283	g
 	61	2003	030825	Schizachyrium scoparium	0.417	g
 	61	2003	030825	Sorghastrum nutans	0.217	g
 	61	2003	030825	Sporobolus cryptandrus	0.3	g
 	61	2003	030826	Andropogon gerardi	56.5	ug
 	61	2003	030826	Asclepias tuberosa	0.767	ug
 	61	2003	030826	Cyperus schweinitzii	0.35	ug
 	61	2003	030826	Euphorbia corollata	0.018	ug
 	61	2003	030826	Koeleria cristata	1.683	ug
 	61	2003	030826	Lespedeza capitata	13.617	ug
 	61	2003	030826	Miscellaneous litter	0.9	ug
 	61	2003	030826	Penstemon grandiflorus	0.117	ug
 	61	2003	030826	Sporobolus cryptandrus	0.013	ug
 	62	2003	030825	Ambrosia artemisiifolia elatior	0.015	g
 	62	2003	030825	Andropogon gerardi	0.383	g
 	62	2003	030825	Andropogon gerardi	9.367	ug
 	62	2003	030825	Asclepias tuberosa	0.25	g
 	62	2003	030825	Bouteloua gracilis	2.967	g
 	62	2003	030825	Bouteloua gracilis	18.45	ug
 	62	2003	030825	Cyperus sp.	0.25	ug
 	62	2003	030825	Lespedeza capitata	7.45	g
 	62	2003	030825	Lespedeza capitata	2.1	ug
 	62	2003	030825	Liatris aspera	2.467	g
 	62	2003	030825	Liatris aspera	2.7	ug
 	62	2003	030825	Miscellaneous litter	1.067	g
 	62	2003	030825	Miscellaneous litter	8.25	ug
 	62	2003	030825	Petalostemum purpureum	0.06	g
 	62	2003	030825	Petalostemum purpureum	19.467	ug
 	62	2003	030825	Poa pratensis	0.15	ug
 	62	2003	030825	Polygonum tenue	0.2	g
 	62	2003	030825	Polygonum tenue	0.233	ug
 	62	2003	030825	Schizachyrium scoparium	0.183	g
 	62	2003	030825	Schizachyrium scoparium	5.733	ug
 	62	2003	030825	Solidago nemoralis	4.383	g
 	62	2003	030825	Sorghastrum nutans	0.233	g
 	62	2003	030825	Sorghastrum nutans	7.733	ug
 	63	2003	030825	Achillea millefolium (lanulosa)	0.3	ug
 	63	2003	030825	Agropyron repens	0.3	g
 	63	2003	030825	Andropogon gerardi	1.917	ug
 	63	2003	030825	Anemone cylindrica	0.023	ug
 	63	2003	030825	Aristida sp.	0.015	g
 	63	2003	030825	Asclepias tuberosa	0.023	g
 	63	2003	030825	Bouteloua gracilis	3.983	g
 	63	2003	030825	Bouteloua gracilis	15.883	ug
 	63	2003	030825	Buchloe dactyloides	0.083	ug
 	63	2003	030825	Cyperus schweinitzii	0.04	ug
 	63	2003	030825	Koeleria cristata	0.017	g
 	63	2003	030825	Lespedeza capitata	4.183	g
 	63	2003	030825	Lespedeza capitata	2.117	ug
 	63	2003	030825	Liatris aspera	0.3	ug
 	63	2003	030825	Miscellaneous litter	14.567	g
 	63	2003	030825	Panicum virgatum	1.983	ug
 	63	2003	030825	Polygonum tenue	0.483	ug
 	63	2003	030825	Schizachyrium scoparium	0.55	g
 	63	2003	030825	Schizachyrium scoparium	7.133	ug
 	63	2003	030825	Solidago nemoralis	6.1	ug
 	63	2003	030825	Sorghastrum nutans	0.057	g
 	63	2003	030825	Sorghastrum nutans	0.233	ug
 	64	2003	030825	Anemone cylindrica	2.817	g
 	64	2003	030825	Bouteloua gracilis	5.567	g
 	64	2003	030825	Bouteloua gracilis	5.867	ug
 	64	2003	030825	Buchloe dactyloides	0.217	ug
 	64	2003	030825	Cyperus schweinitzii	0.167	g
 	64	2003	030825	Koeleria cristata	0.133	g
 	64	2003	030825	Koeleria cristata	0.167	ug
 	64	2003	030825	Liatris aspera	3	g
 	64	2003	030825	Liatris aspera	2.883	ug
 	64	2003	030825	Petalostemum purpureum	4.433	g
 	64	2003	030825	Polygonum tenue	0.15	ug
 	64	2003	030825	Schizachyrium scoparium	2.7	g
 	64	2003	030825	Schizachyrium scoparium	12.65	ug
 	65	2003	030825	Agrostis scabra	0.417	ug
 	65	2003	030825	Aristida sp.	0.028	g
 	65	2003	030825	Astragalus canadensis	0.233	g
 	65	2003	030825	Bouteloua gracilis	0.567	g
 	65	2003	030825	Bouteloua gracilis	11.4	ug
 	65	2003	030825	Cyperus schweinitzii	0.417	g
 	65	2003	030825	Cyperus sp.	0.067	ug
 	65	2003	030825	Liatris aspera	16.067	g
 	65	2003	030825	Liatris aspera	27.3	ug
 	65	2003	030825	Miscellaneous litter	0.817	g
 	65	2003	030825	Miscellaneous litter	0.133	ug
 	65	2003	030825	Panicum oligosanthes	0.008	ug
 	65	2003	030825	Panicum virgatum	1.383	g
 	65	2003	030825	Panicum virgatum	12.35	ug
 	65	2003	030825	Poa pratensis	1.05	g
 	65	2003	030825	Schizachyrium scoparium	7.6	ug
 	65	2003	030825	Sorghastrum nutans	0.03	ug
 	66	2003	030825	Agrostis scabra	0.167	ug
 	66	2003	030825	Aristida sp.	2.583	g
 	66	2003	030825	Crepis tectorum	0.02	ug
 	66	2003	030825	Cyperus sp.	0.233	g
 	66	2003	030825	Cyperus sp.	0.045	ug
 	66	2003	030825	Digitaria sp.	1.017	g
 	66	2003	030825	Digitaria sp.	0.683	ug
 	66	2003	030825	Euphorbia corollata	17.417	g
 	66	2003	030825	Euphorbia corollata	50.483	ug
 	66	2003	030825	Euphorbia glyptosperma	0.033	ug
 	66	2003	030825	Koeleria cristata	1.35	ug
 	66	2003	030825	Lepidium densiflorum	0.317	g
 	66	2003	030825	Lepidium densiflorum	0.3	ug
 	66	2003	030825	Lespedeza capitata	4.567	g
 	66	2003	030825	Lespedeza capitata	0.087	ug
 	66	2003	030825	Liatris aspera	0.1	ug
 	66	2003	030825	Miscellaneous litter	1.983	g
 	66	2003	030825	Miscellaneous litter	47.25	ug
 	66	2003	030825	Mollugo verticillata	0.283	g
 	66	2003	030825	Poa pratensis	1.017	g
 	66	2003	030825	Polygonum convolvulus	0.1	g
 	66	2003	030825	Polygonum tenue	0.55	ug
 	66	2003	030825	Schizachyrium scoparium	0.023	g
 	66	2003	030825	Schizachyrium scoparium	0.267	ug
 	66	2003	030825	Sorghastrum nutans	0.1	ug
 	66	2003	030825	Sporobolus cryptandrus	0.083	g
 	66	2003	030825	Sporobolus cryptandrus	0.383	ug
 	67	2003	030825	Anemone cylindrica	0.183	g
 	67	2003	030825	Aristida sp.	0.02	g
 	67	2003	030825	Aster azureus	0.283	g
 	67	2003	030825	Cyperus sp.	0.067	g
 	67	2003	030825	Koeleria cristata	1.517	g
 	67	2003	030825	Lespedeza capitata	0.233	g
 	67	2003	030825	Liatris aspera	4.683	g
 	67	2003	030825	Mollugo verticillata	0.015	g
 	67	2003	030825	Poa pratensis	0.583	g
 	67	2003	030825	Rudbeckia serotina	0.25	g
 	67	2003	030825	Schizachyrium scoparium	0.583	g
 	67	2003	030825	Solidago nemoralis	0.55	g
 	67	2003	030825	Sorghastrum nutans	11.783	g
 	67	2003	030826	Bouteloua gracilis	0.075	ug
 	67	2003	030826	Cyperus schweinitzii	0.3	ug
 	67	2003	030826	Koeleria cristata	0.983	ug
 	67	2003	030826	Lespedeza capitata	0.045	ug
 	67	2003	030826	Miscellaneous litter	2.617	ug
 	67	2003	030826	Poa pratensis	1.5	ug
 	67	2003	030826	Rudbeckia serotina	2.317	ug
 	67	2003	030826	Schizachyrium scoparium	0.1	ug
 	67	2003	030826	Sorghastrum nutans	37.433	ug
 	68	2003	030825	Andropogon gerardi	1.133	g
 	68	2003	030825	Andropogon gerardi	13.783	ug
 	68	2003	030825	Anemone cylindrica	1.967	ug
 	68	2003	030825	Asclepias tuberosa	1.05	ug
 	68	2003	030825	Astragalus canadensis	0.012	ug
 	68	2003	030825	Bouteloua gracilis	3.783	g
 	68	2003	030825	Bouteloua gracilis	10.55	ug
 	68	2003	030825	Buchloe dactyloides	0.15	g
 	68	2003	030825	Buchloe dactyloides	0.15	ug
 	68	2003	030825	Euphorbia corollata	0.05	ug
 	68	2003	030825	Koeleria cristata	0.04	g
 	68	2003	030825	Koeleria cristata	0.45	ug
 	68	2003	030825	Lespedeza capitata	15.167	g
 	68	2003	030825	Lespedeza capitata	4.9	ug
 	68	2003	030825	Miscellaneous litter	12.383	ug
 	68	2003	030825	Poa pratensis	0.933	g
 	68	2003	030825	Poa pratensis	2.167	ug
 	68	2003	030825	Schizachyrium scoparium	1.7	g
 	68	2003	030825	Schizachyrium scoparium	11.55	ug
 	68	2003	030825	Solidago nemoralis	4.767	g
 	68	2003	030825	Solidago nemoralis	4.9	ug
 	69	2003	030825	Bouteloua gracilis	0.013	g
 	69	2003	030825	Coreopsis palmata	8.717	g
 	69	2003	030825	Euphorbia corollata	7.183	g
 	69	2003	030825	Koeleria cristata	0.117	g
 	69	2003	030825	Miscellaneous litter	0.183	g
 	69	2003	030825	Poa pratensis	0.133	g
 	69	2003	030825	Schizachyrium scoparium	0.008	g
 	69	2003	030825	Solidago nemoralis	2.017	g
 	69	2003	030825	Sorghastrum nutans	5.117	g
 	69	2003	030826	Coreopsis palmata	2.033	ug
 	69	2003	030826	Cyperus schweinitzii	0.667	ug
 	69	2003	030826	Euphorbia corollata	5.15	ug
 	69	2003	030826	Koeleria cristata	0.012	ug
 	69	2003	030826	Lepidium densiflorum	0.067	ug
 	69	2003	030826	Lespedeza capitata	0.183	ug
 	69	2003	030826	Miscellaneous litter	0.35	ug
 	69	2003	030826	Poa pratensis	5.117	ug
 	69	2003	030826	Polygonum tenue	0.417	ug
 	69	2003	030826	Schizachyrium scoparium	3.733	ug
 	69	2003	030826	Solidago nemoralis	2.483	ug
 	69	2003	030826	Sorghastrum nutans	21.35	ug
 	70	2003	030825	Astragalus canadensis	0.022	g
 	70	2003	030825	Astragalus canadensis	0.7	ug
 	70	2003	030825	Bouteloua gracilis	0.015	ug
 	70	2003	030825	Buchloe dactyloides	0.002	ug
 	70	2003	030825	Cyperus sp.	0.078	g
 	70	2003	030825	Koeleria cristata	0.383	g
 	70	2003	030825	Lespedeza capitata	0.267	g
 	70	2003	030825	Miscellaneous grasses	3.267	ug
 	70	2003	030825	Miscellaneous litter	2.983	g
 	70	2003	030825	Miscellaneous litter	3.867	ug
 	70	2003	030825	Panicum oligosanthes	0.155	g
 	70	2003	030825	Petalostemum purpureum	6.317	g
 	70	2003	030825	Petalostemum purpureum	0.048	ug
 	70	2003	030825	Poa pratensis	0.8	g
 	70	2003	030825	Poa pratensis	1.733	ug
 	70	2003	030825	Polygonum tenue	0.683	ug
 	70	2003	030825	Schizachyrium scoparium	4.367	ug
 	70	2003	030825	Solidago nemoralis	41	g
 	70	2003	030825	Solidago nemoralis	27.017	ug
 	70	2003	030825	Sorghastrum nutans	2.017	g
 	70	2003	030825	Sorghastrum nutans	13.067	ug
 	71	2003	030825	Aster azureus	20.983	g
 	71	2003	030825	Astragalus canadensis	0.05	g
 	71	2003	030825	Cyperus schweinitzii	0.383	ug
 	71	2003	030825	Digitaria sp.	1.033	ug
 	71	2003	030825	Euphorbia glyptosperma	0.167	g
 	71	2003	030825	Euphorbia glyptosperma	0.833	ug
 	71	2003	030825	Lepidium densiflorum	0.017	g
 	71	2003	030825	Miscellaneous litter	0.25	g
 	71	2003	030825	Miscellaneous litter	1.783	ug
 	71	2003	030825	Mollugo verticillata	0.045	g
 	71	2003	030825	Poa pratensis	0.233	g
 	71	2003	030825	Polygonum tenue	1.083	g
 	71	2003	030825	Polygonum tenue	2.533	ug
 	71	2003	030825	Rumex acetosella	0.367	g
 	71	2003	030825	Rumex acetosella	0.267	ug
 	71	2003	030825	Schizachyrium scoparium	0.022	g
 	71	2003	030825	Schizachyrium scoparium	0.717	ug
 	71	2003	030825	Sorghastrum nutans	4.75	g
 	71	2003	030825	Sorghastrum nutans	1.517	ug
 	71	2003	030825	Sporobolus cryptandrus	0.383	g
 	72	2003	030825	Andropogon gerardi	1.083	g
 	72	2003	030825	Andropogon gerardi	18.033	ug
 	72	2003	030825	Aster azureus	11.567	g
 	72	2003	030825	Aster azureus	0.083	ug
 	72	2003	030825	Astragalus canadensis	0.083	g
 	72	2003	030825	Euphorbia corollata	0.013	g
 	72	2003	030825	Koeleria cristata	0.317	ug
 	72	2003	030825	Lespedeza capitata	0.567	g
 	72	2003	030825	Miscellaneous litter	2.417	ug
 	72	2003	030825	Poa pratensis	0.133	g
 	72	2003	030825	Poa pratensis	0.717	ug
 	72	2003	030825	Rumex acetosella	0.433	ug
 	72	2003	030825	Schizachyrium scoparium	0.933	g
 	72	2003	030825	Schizachyrium scoparium	5.2	ug
 	72	2003	030825	Solidago nemoralis	44.183	g
 	72	2003	030825	Solidago nemoralis	11.367	ug
 	72	2003	030825	Sorghastrum nutans	0.125	g
 	72	2003	030825	Sporobolus cryptandrus	0.317	ug
 	72	2003	030825	Vicia villosa	0.083	g
 	73	2003	030825	Achillea millefolium (lanulosa)	1.583	g
 	73	2003	030825	Achillea millefolium (lanulosa)	2.183	ug
 	73	2003	030825	Bouteloua gracilis	1.733	ug
 	73	2003	030825	Cyperus schweinitzii	0.233	ug
 	73	2003	030825	Digitaria sp.	0.012	ug
 	73	2003	030825	Euphorbia corollata	0.233	ug
 	73	2003	030825	Koeleria cristata	3.167	g
 	73	2003	030825	Koeleria cristata	13.583	ug
 	73	2003	030825	Lespedeza capitata	0.117	g
 	73	2003	030825	Lespedeza capitata	0.02	ug
 	73	2003	030825	Liatris aspera	0.023	g
 	73	2003	030825	Miscellaneous litter	0.267	ug
 	73	2003	030825	Panicum virgatum	0.35	ug
 	73	2003	030825	Poa pratensis	0.038	g
 	73	2003	030825	Poa pratensis	0.217	ug
 	73	2003	030825	Schizachyrium scoparium	1.767	g
 	73	2003	030825	Schizachyrium scoparium	2.683	ug
 	73	2003	030825	Sorghastrum nutans	4.25	g
 	73	2003	030825	Sorghastrum nutans	24.667	ug
 	74	2003	030825	Agrostis scabra	0.048	g
 	74	2003	030825	Asclepias tuberosa	0.067	ug
 	74	2003	030825	Astragalus canadensis	3.167	g
 	74	2003	030825	Astragalus canadensis	1.967	ug
 	74	2003	030825	Euphorbia corollata	1.85	g
 	74	2003	030825	Euphorbia corollata	4.85	ug
 	74	2003	030825	Koeleria cristata	7.067	g
 	74	2003	030825	Koeleria cristata	14.967	ug
 	74	2003	030825	Lespedeza capitata	0.05	g
 	74	2003	030825	Liatris aspera	7.5	g
 	74	2003	030825	Liatris aspera	0.067	ug
 	74	2003	030825	Miscellaneous herbs	0.5	ug
 	74	2003	030825	Miscellaneous litter	1.9	g
 	74	2003	030825	Miscellaneous litter	2.883	ug
 	74	2003	030825	Petalostemum purpureum	0.022	g
 	74	2003	030825	Petalostemum purpureum	7.683	ug
 	74	2003	030825	Poa pratensis	0.25	g
 	74	2003	030825	Poa pratensis	1.5	ug
 	74	2003	030825	Schizachyrium scoparium	4.867	g
 	74	2003	030825	Schizachyrium scoparium	22.117	ug
 	74	2003	030825	Solidago nemoralis	6.5	g
 	74	2003	030825	Solidago nemoralis	8.583	ug
 	74	2003	030825	Sorghastrum nutans	0.6	ug
 	75	2003	030825	Achillea millefolium (lanulosa)	0.055	g
 	75	2003	030825	Andropogon gerardi	5.467	g
 	75	2003	030825	Bouteloua gracilis	3.367	g
 	75	2003	030825	Buchloe dactyloides	0.023	g
 	75	2003	030825	Euphorbia corollata	0.467	g
 	75	2003	030825	Koeleria cristata	0.417	g
 	75	2003	030825	Lespedeza capitata	0.117	g
 	75	2003	030825	Liatris aspera	0.367	g
 	75	2003	030825	Miscellaneous litter	0.15	g
 	75	2003	030825	Panicum virgatum	0.183	g
 	75	2003	030825	Poa pratensis	0.217	g
 	75	2003	030825	Schizachyrium scoparium	2.483	g
 	75	2003	030825	Solidago nemoralis	1.133	g
 	75	2003	030825	Sorghastrum nutans	1.267	g
 	75	2003	030826	Achillea millefolium (lanulosa)	1.667	ug
 	75	2003	030826	Andropogon gerardi	37.633	ug
 	75	2003	030826	Anemone cylindrica	2.75	ug
 	75	2003	030826	Asclepias tuberosa	0.05	ug
 	75	2003	030826	Aster azureus	0.9	ug
 	75	2003	030826	Bouteloua gracilis	5.6	ug
 	75	2003	030826	Coreopsis palmata	0.9	ug
 	75	2003	030826	Digitaria sp.	0.053	ug
 	75	2003	030826	Koeleria cristata	1.233	ug
 	75	2003	030826	Lespedeza capitata	12.417	ug
 	75	2003	030826	Liatris aspera	1.467	ug
 	75	2003	030826	Miscellaneous litter	3.467	ug
 	75	2003	030826	Panicum virgatum	0.4	ug
 	75	2003	030826	Petalostemum purpureum	8.433	ug
 	75	2003	030826	Poa pratensis	0.8	ug
 	75	2003	030826	Schizachyrium scoparium	0.783	ug
 	75	2003	030826	Silene antirrhina	0.015	ug
 	75	2003	030826	Solidago nemoralis	12.567	ug
 	75	2003	030826	Sorghastrum nutans	0.583	ug
 	75	2003	030826	Vicia villosa	0.037	ug
 	76	2003	030825	Achillea millefolium (lanulosa)	1.683	g
 	76	2003	030825	Agropyron repens	3.417	ug
 	76	2003	030825	Agropyron smithii	3.967	g
 	76	2003	030825	Agrostis scabra	0.567	g
 	76	2003	030825	Agrostis scabra	2.783	ug
 	76	2003	030825	Anemone cylindrica	0.4	ug
 	76	2003	030825	Bouteloua gracilis	0.15	g
 	76	2003	030825	Carex sp.	0.023	g
 	76	2003	030825	Chenopodium leptophyllum	0.095	ug
 	76	2003	030825	Digitaria sp.	0.117	g
 	76	2003	030825	Digitaria sp.	0.083	ug
 	76	2003	030825	Euphorbia glyptosperma	0.012	g
 	76	2003	030825	Euphorbia glyptosperma	0.133	ug
 	76	2003	030825	Miscellaneous grasses	0.117	g
 	76	2003	030825	Miscellaneous litter	0.9	g
 	76	2003	030825	Miscellaneous litter	0.817	ug
 	76	2003	030825	Mollugo verticillata	0.085	ug
 	76	2003	030825	Oenothera biennis	2.083	g
 	76	2003	030825	Panicum virgatum	18.417	g
 	76	2003	030825	Panicum virgatum	25.65	ug
 	76	2003	030825	Poa pratensis	0.067	g
 	76	2003	030825	Silene antirrhina	0.667	ug
 	76	2003	030825	Tradescantia occidentalis	0.117	g
 	77	2003	030825	Achillea millefolium (lanulosa)	7.833	g
 	77	2003	030825	Anemone cylindrica	1.583	g
 	77	2003	030825	Bouteloua gracilis	6.05	g
 	77	2003	030825	Euphorbia corollata	0.583	g
 	77	2003	030825	Schizachyrium scoparium	0.217	g
 	77	2003	030825	Solidago nemoralis	3.5	g
 	77	2003	030825	Sorghastrum nutans	1.1	g
 	77	2003	030826	Achillea millefolium (lanulosa)	0.037	ug
 	77	2003	030826	Andropogon gerardi	1.083	ug
 	77	2003	030826	Bouteloua gracilis	16.183	ug
 	77	2003	030826	Buchloe dactyloides	0.117	ug
 	77	2003	030826	Euphorbia corollata	0.883	ug
 	77	2003	030826	Lespedeza capitata	3.667	ug
 	77	2003	030826	Miscellaneous litter	0.567	ug
 	77	2003	030826	Panicum oligosanthes	0.002	ug
 	77	2003	030826	Schizachyrium scoparium	1.467	ug
 	77	2003	030826	Solidago nemoralis	8.317	ug
 	77	2003	030826	Sorghastrum nutans	3.733	ug
 	78	2003	030825	Asclepias tuberosa	6.2	g
 	78	2003	030825	Coreopsis palmata	16.417	g
 	78	2003	030825	Digitaria sp.	0.01	g
 	78	2003	030825	Lespedeza capitata	10.233	g
 	78	2003	030825	Miscellaneous litter	8.117	g
 	78	2003	030825	Petalostemum purpureum	0.042	g
 	78	2003	030825	Poa pratensis	0.483	g
 	78	2003	030825	Sorghastrum nutans	13.95	g
 	78	2003	030826	Ambrosia artemisiifolia elatior	0.117	ug
 	78	2003	030826	Asclepias tuberosa	8.9	ug
 	78	2003	030826	Coreopsis palmata	0.617	ug
 	78	2003	030826	Cyperus sp.	0.02	ug
 	78	2003	030826	Lespedeza capitata	2.517	ug
 	78	2003	030826	Miscellaneous litter	3.483	ug
 	78	2003	030826	Panicum oligosanthes	0.013	ug
 	78	2003	030826	Poa pratensis	0.048	ug
 	78	2003	030826	Sorghastrum nutans	29.267	ug
 	79	2003	030825	Crepis tectorum	1.833	g
 	79	2003	030825	Cyperus schweinitzii	0.133	g
 	79	2003	030825	Digitaria sp.	19.05	g
 	79	2003	030825	Euphorbia glyptosperma	0.117	g
 	79	2003	030825	Hedeoma hispida	0.683	g
 	79	2003	030825	Lepidium densiflorum	2.633	g
 	79	2003	030825	Lespedeza capitata	0.117	g
 	79	2003	030825	Miscellaneous litter	1.533	g
 	79	2003	030825	Petalostemum purpureum	0.667	g
 	79	2003	030825	Polygonum tenue	1.317	g
 	79	2003	030826	Agropyron repens	0.733	ug
